"name","zipcode","judet"
"DAMIDENI","717341","BOTOSANI"
"ROMANESTI-VALE","717342","BOTOSANI"
"SARATA","717343","BOTOSANI"
"SANTA MARE","717345","BOTOSANI"
"BADARAI","717346","BOTOSANI"
"BERZA","717347","BOTOSANI"
"BOGDANESTI","717348","BOTOSANI"
"DURNESTI (SANTA MARE)","717349","BOTOSANI"
"ILISENI","717351","BOTOSANI"
"RANGHILESTI","717352","BOTOSANI"
"RANGHILESTI-DEAL","717353","BOTOSANI"
"STAUCENI","717355","BOTOSANI"
"SILISTEA","717356","BOTOSANI"
"TOCILENI","717357","BOTOSANI"
"VICTORIA (STAUCENI)","717358","BOTOSANI"
"SUHARAU","717360","BOTOSANI"
"IZVOARE","717361","BOTOSANI"
"LISNA","717362","BOTOSANI"
"OROFTIANA","717363","BOTOSANI"
"PLEVNA","717364","BOTOSANI"
"SMARDAN","717366","BOTOSANI"
"SULITA","717370","BOTOSANI"
"BLANDESTI","717371","BOTOSANI"
"CERCHEJENI","717372","BOTOSANI"
"CHELIS","717373","BOTOSANI"
"DRACSANI","717374","BOTOSANI"
"SOLDANESTI","717376","BOTOSANI"
"SENDRICENI","717380","BOTOSANI"
"HORLACENI","717381","BOTOSANI"
"PADURENI (SENDRICENI)","717382","BOTOSANI"
"STEFANESTI","717385","BOTOSANI"
"BADIUTI","717386","BOTOSANI"
"BOBULESTI","717387","BOTOSANI"
"STANCA (STEFANESTI)","717388","BOTOSANI"
"STEFANESTI-SAT","717389","BOTOSANI"
"STIUBIENI","717390","BOTOSANI"
"IBANEASA","717391","BOTOSANI"
"NEGRENI","717392","BOTOSANI"
"TODIRENI","717395","BOTOSANI"
"CERNESTI","717396","BOTOSANI"
"FLORESTI","717397","BOTOSANI"
"GARBESTI","717398","BOTOSANI"
"IURESTI","717399","BOTOSANI"
"TRUSESTI","717400","BOTOSANI"
"BUHACENI","717401","BOTOSANI"
"CIRITEI","717402","BOTOSANI"
"DRISLEA","717403","BOTOSANI"
"IONASENI (TRUSESTI)","717404","BOTOSANI"
"PASATENI","717406","BOTOSANI"
"TUDORA","717410","BOTOSANI"
"UNGURENI","717415","BOTOSANI"
"BORZESTI","717416","BOTOSANI"
"CALUGARENI","717417","BOTOSANI"
"CALUGARENII NOI","717418","BOTOSANI"
"DURNESTI (UNGURENI)","717419","BOTOSANI"
"MANDRESTI (UNGURENI)","717421","BOTOSANI"
"MIHAI VITEAZU","717422","BOTOSANI"
"PLOPENII MARI","717423","BOTOSANI"
"PLOPENII MICI","717424","BOTOSANI"
"TAUTESTI","717426","BOTOSANI"
"VICOLENI","717427","BOTOSANI"
"UNTENI","717435","BOTOSANI"
"BURLA","717436","BOTOSANI"
"BURLESTI","717437","BOTOSANI"
"MANASTIRENI","717438","BOTOSANI"
"SOROCENI","717439","BOTOSANI"
"VALEA GRAJDULUI","717441","BOTOSANI"
"VULTURENI","717442","BOTOSANI"
"VACULESTI","717445","BOTOSANI"
"GOROVEI","717446","BOTOSANI"
"SAUCENITA","717447","BOTOSANI"
"VARFU CAMPULUI","717450","BOTOSANI"
"IONASENI (VARFU CAMPULUI)","717451","BOTOSANI"
"LUNCA (VARFU CAMPULUI)","717452","BOTOSANI"
"VIISOARA","717455","BOTOSANI"
"CUZA VODA","717456","BOTOSANI"
"VIISOARA MICA","717457","BOTOSANI"
"VLADENI","717460","BOTOSANI"
"BREHUIESTI","717461","BOTOSANI"
"HRISCANI","717462","BOTOSANI"
"HUTANI","717463","BOTOSANI"
"MANDRESTI (VLADENI)","717464","BOTOSANI"
"VLASINESTI","717465","BOTOSANI"
"MIRON COSTIN","717466","BOTOSANI"
"SARBI","717467","BOTOSANI"
"VORNICENI","717470","BOTOSANI"
"DAVIDOAIA","717471","BOTOSANI"
"DEALU CRUCII","717472","BOTOSANI"
"VORONA","717475","BOTOSANI"
"ICUSENI","717476","BOTOSANI"
"JOLDESTI","717477","BOTOSANI"
"POIANA (VORONA)","717478","BOTOSANI"
"VORONA MARE","717479","BOTOSANI"
"VORONA-TEODORU","717481","BOTOSANI"
"SUCEAVA","720001","SUCEAVA"
"CAMPULUNG MOLDOVENESC","725100","SUCEAVA"
"FALTICENI","725200","SUCEAVA"
"SOLDANESTI","725201","SUCEAVA"
"TARNA MARE","725202","SUCEAVA"
"GURA HUMORULUI","725300","SUCEAVA"
"VORONET","725301","SUCEAVA"
"RADAUTI","725400","SUCEAVA"
"SIRET","725500","SUCEAVA"
"MANASTIOARA (SIRET)","725501","SUCEAVA"
"PADURENI","725502","SUCEAVA"
"SOLCA","725600","SUCEAVA"
"POIENI-SOLCA","725601","SUCEAVA"
"VATRA DORNEI","725700","SUCEAVA"
"ARGESTRU","725701","SUCEAVA"
"ROSU","725702","SUCEAVA"
"TODIRENI","725703","SUCEAVA"
"ADANCATA","727005","SUCEAVA"
"ARTARI","727006","SUCEAVA"
"BERESTI","727007","SUCEAVA"
"CALUGARENI","727008","SUCEAVA"
"FETESTI","727009","SUCEAVA"
"HANTESTI","727011","SUCEAVA"
"ARBORE","727015","SUCEAVA"
"BODNARENI","727016","SUCEAVA"
"CLIT","727017","SUCEAVA"
"BAIA","727020","SUCEAVA"
"BOGATA","727021","SUCEAVA"
"BALCAUTI","727025","SUCEAVA"
"GROPENI","727026","SUCEAVA"
"NEGOSTINA","727027","SUCEAVA"
"BILCA","727030","SUCEAVA"
"BOGDANESTI","727035","SUCEAVA"
"BOROAIA","727040","SUCEAVA"
"BARASTI","727041","SUCEAVA"
"GIULESTI","727042","SUCEAVA"
"MOISA","727043","SUCEAVA"
"SACUTA","727044","SUCEAVA"
"BOSANCI","727045","SUCEAVA"
"CUMPARATURA","727046","SUCEAVA"
"BOTOSANA","727050","SUCEAVA"
"BREAZA","727055","SUCEAVA"
"BREAZA DE SUS","727056","SUCEAVA"
"PARAU NEGREI","727057","SUCEAVA"
"BRODINA","727060","SUCEAVA"
"BRODINA DE JOS","727061","SUCEAVA"
"CUNUNSCHI","727062","SUCEAVA"
"DUBIUSCA","727063","SUCEAVA"
"EHRESTE","727064","SUCEAVA"
"FALCAU","727066","SUCEAVA"
"NOROCU","727067","SUCEAVA"
"PALTIN","727068","SUCEAVA"
"SADAU","727069","SUCEAVA"
"ZALOMESTRA","727071","SUCEAVA"
"BROSTENI","727075","SUCEAVA"
"COTARGASI","727076","SUCEAVA"
"DARMOXA","727077","SUCEAVA"
"FRASIN (BROSTENI)","727078","SUCEAVA"
"HALEASA","727079","SUCEAVA"
"HOLDA","727081","SUCEAVA"
"HOLDITA","727082","SUCEAVA"
"LUNGENI","727083","SUCEAVA"
"NEAGRA","727084","SUCEAVA"
"PIETROASA","727086","SUCEAVA"
"BUNESTI","727090","SUCEAVA"
"PETIA","727091","SUCEAVA"
"PODENI","727092","SUCEAVA"
"SES","727093","SUCEAVA"
"UNCESTI","727094","SUCEAVA"
"CACICA","727095","SUCEAVA"
"MAIDAN","727096","SUCEAVA"
"PARTESTII DE SUS","727097","SUCEAVA"
"RUNCU","727098","SUCEAVA"
"SOLONETU NOU","727099","SUCEAVA"
"CAJVANA","727100","SUCEAVA"
"CODRU","727101","SUCEAVA"
"CALAFINDESTI","727105","SUCEAVA"
"BOTOSANITA MARE","727106","SUCEAVA"
"CALINESTI (CALAFINDESTI)","727107","SUCEAVA"
"SERBAUTI","727108","SUCEAVA"
"CARLIBABA","727110","SUCEAVA"
"CARLIBABA NOUA","727111","SUCEAVA"
"IEDU","727112","SUCEAVA"
"SESURI","727113","SUCEAVA"
"TIBAU","727114","SUCEAVA"
"VALEA STANEI","727116","SUCEAVA"
"CIOCANESTI","727120","SUCEAVA"
"BOTOS","727121","SUCEAVA"
"CIPRIAN PORUMBESCU","727125","SUCEAVA"
"BALACEANA","727126","SUCEAVA"
"BRASCA","727127","SUCEAVA"
"ILISESTI","727130","SUCEAVA"
"COMANESTI","727135","SUCEAVA"
"HUMORENI","727136","SUCEAVA"
"CORNU LUNCII","727140","SUCEAVA"
"BAISESTI","727141","SUCEAVA"
"BRAIESTI","727142","SUCEAVA"
"DUMBRAVA (CORNU LUNCII)","727143","SUCEAVA"
"PAISENI","727144","SUCEAVA"
"SASCA MARE","727146","SUCEAVA"
"SASCA MICA","727147","SUCEAVA"
"SASCA NOUA","727148","SUCEAVA"
"SINCA","727149","SUCEAVA"
"CRUCEA","727150","SUCEAVA"
"CHIRIL","727151","SUCEAVA"
"COJOCI","727152","SUCEAVA"
"SATU MARE (CRUCEA)","727153","SUCEAVA"
"DARMANESTI","727155","SUCEAVA"
"CALINESTI (DARMANESTI)","727156","SUCEAVA"
"CALINESTI-VASILACHE","727157","SUCEAVA"
"DANILA","727158","SUCEAVA"
"MARITEIA MICA","727159","SUCEAVA"
"MARITEI","727160","SUCEAVA"
"DOLHASCA","727170","SUCEAVA"
"BUDENI","727171","SUCEAVA"
"GULIA","727172","SUCEAVA"
"POIANA (DOLHASCA)","727173","SUCEAVA"
"POIENARI","727174","SUCEAVA"
"PROBOTA","727176","SUCEAVA"
"SILISTEA NOUA","727177","SUCEAVA"
"VALEA POIENEI","727178","SUCEAVA"
"DOLHESTI","727180","SUCEAVA"
"DOLHESTII MICI","727181","SUCEAVA"
"VALEA BOUREI","727182","SUCEAVA"
"DOLHESTII MARI","727185","SUCEAVA"
"DORNA CANDRENILOR","727190","SUCEAVA"
"COSNA","727191","SUCEAVA"
"DEALU FLORENI","727192","SUCEAVA"
"PODU COSNEI","727193","SUCEAVA"
"POIANA NEGRII","727194","SUCEAVA"
"ROMANESTI (DORNA CANDRENILOR)","727196","SUCEAVA"
"TESNA (DORNA CANDRENILOR)","727197","SUCEAVA"
"VALEA BANCULUI","727198","SUCEAVA"
"DORNA-ARINI","727200","SUCEAVA"
"COZANESTI","727201","SUCEAVA"
"GHEORGHITENI","727202","SUCEAVA"
"ORTOAIA","727203","SUCEAVA"
"RUSCA","727204","SUCEAVA"
"SUNATORI","727206","SUCEAVA"
"DORNESTI","727210","SUCEAVA"
"IAZ","727211","SUCEAVA"
"DRAGOIESTI","727215","SUCEAVA"
"BERCHISESTI","727216","SUCEAVA"
"CORLATA","727217","SUCEAVA"
"LUCACESTI","727218","SUCEAVA"
"MAZANAESTI","727219","SUCEAVA"
"DRAGUSENI","727220","SUCEAVA"
"BROSTENI (DRAGUSENI)","727221","SUCEAVA"
"GARA LEU","727222","SUCEAVA"
"DUMBRAVENI","727225","SUCEAVA"
"SALAGENI","727226","SUCEAVA"
"FANTANELE","727230","SUCEAVA"
"BANESTI","727231","SUCEAVA"
"COTU DOBEI","727232","SUCEAVA"
"SLOBOZIA (FANTANELE)","727233","SUCEAVA"
"STAMATE","727234","SUCEAVA"
"FORASTI","727235","SUCEAVA"
"ANTOCENI","727236","SUCEAVA"
"BOURA","727237","SUCEAVA"
"MANOLEA","727238","SUCEAVA"
"ONICENI","727239","SUCEAVA"
"ROSIORI","727241","SUCEAVA"
"RUSI","727242","SUCEAVA"
"TOLESTI","727243","SUCEAVA"
"UIDESTI","727244","SUCEAVA"
"FRASIN","727245","SUCEAVA"
"BUCSOAIA","727246","SUCEAVA"
"DOROTEIA","727247","SUCEAVA"
"PLUTONITA","727248","SUCEAVA"
"FRATAUTII NOI","727250","SUCEAVA"
"COSTISA","727251","SUCEAVA"
"FRATAUTII VECHI","727255","SUCEAVA"
"MANEUTI","727256","SUCEAVA"
"FRUMOSU","727260","SUCEAVA"
"DEIA","727261","SUCEAVA"
"DRAGOSA","727262","SUCEAVA"
"FUNDU MOLDOVEI","727265","SUCEAVA"
"BOTUS","727266","SUCEAVA"
"BOTUSEL","727267","SUCEAVA"
"BRANISTEA","727268","SUCEAVA"
"COLACU","727269","SUCEAVA"
"DELNITA","727271","SUCEAVA"
"DELUT","727272","SUCEAVA"
"OBCINA","727273","SUCEAVA"
"PLAI","727274","SUCEAVA"
"SMIDA UNGURENILOR","727276","SUCEAVA"
"GALANESTI","727280","SUCEAVA"
"HURJUIENI","727281","SUCEAVA"
"VOITINEL","727282","SUCEAVA"
"GRAMESTI","727285","SUCEAVA"
"BALINESTI","727286","SUCEAVA"
"BOTOSANITA MICA","727287","SUCEAVA"
"RUDESTI","727288","SUCEAVA"
"VERBIA","727289","SUCEAVA"
"GRANICESTI","727290","SUCEAVA"
"DUMBRAVA (GRANICESTI)","727291","SUCEAVA"
"GURA SOLCII","727292","SUCEAVA"
"IACOBESTI","727293","SUCEAVA"
"ROMANESTI (GRANICESTI)","727294","SUCEAVA"
"SLOBOZIA SUCEVEI","727296","SUCEAVA"
"HORODNIC","727300","SUCEAVA"
"HORODNIC DE JOS","727301","SUCEAVA"
"HORODNIC DE SUS","727305","SUCEAVA"
"HORODNICENI","727310","SUCEAVA"
"BOTESTI","727311","SUCEAVA"
"BRADATEL","727312","SUCEAVA"
"MIHAIESTI","727313","SUCEAVA"
"ROTOPANESTI","727314","SUCEAVA"
"IACOBENI","727315","SUCEAVA"
"MESTECANIS","727316","SUCEAVA"
"IASLOVAT","727320","SUCEAVA"
"IPOTESTI","727325","SUCEAVA"
"LISAURA","727326","SUCEAVA"
"TISAUTI","727327","SUCEAVA"
"IZVOARELE SUCEVEI","727330","SUCEAVA"
"BOBEICA","727331","SUCEAVA"
"BRODINA (IZVOARELE SUCEVEI)","727332","SUCEAVA"
"LITENI","727335","SUCEAVA"
"CORNI","727336","SUCEAVA"
"ROSCANI","727337","SUCEAVA"
"ROTUNDA","727338","SUCEAVA"
"SILISTEA","727339","SUCEAVA"
"VERCICANI","727341","SUCEAVA"
"MARGINEA","727345","SUCEAVA"
"MALINI","727350","SUCEAVA"
"IESLE","727351","SUCEAVA"
"PARAIE","727352","SUCEAVA"
"POIANA MARULUI","727353","SUCEAVA"
"VALENI-STANISOARA","727354","SUCEAVA"
"MANASTIREA HUMORULUI","727355","SUCEAVA"
"PLESA","727356","SUCEAVA"
"POIANA MICULUI","727357","SUCEAVA"
"MILISAUTI","727360","SUCEAVA"
"BADEUTI","727361","SUCEAVA"
"GARA","727362","SUCEAVA"
"LUNCA (MILISAUTI)","727363","SUCEAVA"
"MITOCU DRAGOMIRNEI","727365","SUCEAVA"
"DRAGOMIRNA","727366","SUCEAVA"
"LIPOVENI","727367","SUCEAVA"
"MITOCASI","727368","SUCEAVA"
"MOARA","727370","SUCEAVA"
"BULAI","727371","SUCEAVA"
"FRUMOASA","727372","SUCEAVA"
"GROAPA VLADICHII","727373","SUCEAVA"
"LITENI (MOARA)","727374","SUCEAVA"
"MOARA CARP","727376","SUCEAVA"
"MOARA NICA","727377","SUCEAVA"
"VORNICENII MARI","727378","SUCEAVA"
"VORNICENII MICI","727379","SUCEAVA"
"MOLDOVA-SULITA","727380","SUCEAVA"
"BENIA","727381","SUCEAVA"
"MOLDOVITA","727385","SUCEAVA"
"ARGEL","727386","SUCEAVA"
"DEMACUSA","727387","SUCEAVA"
"RASCA","727388","SUCEAVA"
"MUSENITA","727390","SUCEAVA"
"BAINET","727391","SUCEAVA"
"BANCESTI","727392","SUCEAVA"
"CLIMAUTI","727393","SUCEAVA"
"VASCAUTI","727394","SUCEAVA"
"VICSANI","727396","SUCEAVA"
"OSTRA","727400","SUCEAVA"
"TARNICIOARA","727401","SUCEAVA"
"PANACI","727405","SUCEAVA"
"CATRINARI","727406","SUCEAVA"
"COVERCA","727407","SUCEAVA"
"DRAGOIASA","727408","SUCEAVA"
"GLODU","727409","SUCEAVA"
"PALTINIS","727411","SUCEAVA"
"PALTINOASA","727415","SUCEAVA"
"CAPU CODRULUI","727416","SUCEAVA"
"PATRAUTI","727420","SUCEAVA"
"PARTESTII DE JOS","727425","SUCEAVA"
"DELENI","727426","SUCEAVA"
"VARVATA","727427","SUCEAVA"
"VARFU DEALULUI","727428","SUCEAVA"
"POIANA STAMPEI","727430","SUCEAVA"
"CASOI","727431","SUCEAVA"
"DORNISOARA","727432","SUCEAVA"
"PILUGANI","727433","SUCEAVA"
"PRALENI","727434","SUCEAVA"
"TATARU","727436","SUCEAVA"
"TESNA (POIANA STAMPEI)","727437","SUCEAVA"
"POJORATA","727440","SUCEAVA"
"VALEA PUTNEI","727441","SUCEAVA"
"PREUTESTI","727445","SUCEAVA"
"ARGHIRA","727446","SUCEAVA"
"BAHNA ARIN","727447","SUCEAVA"
"BASARABI","727448","SUCEAVA"
"HARTOP","727449","SUCEAVA"
"HUSI","727451","SUCEAVA"
"LEUCUSESTI","727452","SUCEAVA"
"PUTNA","727455","SUCEAVA"
"GURA PUTNEI","727456","SUCEAVA"
"RADASENI","727460","SUCEAVA"
"LAMASENI","727461","SUCEAVA"
"POCOLENI","727462","SUCEAVA"
"RASCA","727465","SUCEAVA"
"BUDA (RASCA)","727466","SUCEAVA"
"DUMBRAVENI (RASCA)","727467","SUCEAVA"
"JAHALIA","727468","SUCEAVA"
"SLATIOARA (RASCA)","727469","SUCEAVA"
"SADOVA","727470","SUCEAVA"
"SALCEA","727475","SUCEAVA"
"MERENI","727476","SUCEAVA"
"PLOPENI","727477","SUCEAVA"
"PRELIPCA","727478","SUCEAVA"
"VARATEC","727479","SUCEAVA"
"SATU MARE","727480","SUCEAVA"
"TIBENI","727481","SUCEAVA"
"SIMINICEA","727485","SUCEAVA"
"GRIGORESTI","727486","SUCEAVA"
"SLATINA","727490","SUCEAVA"
"GAINESTI","727491","SUCEAVA"
"HERLA","727492","SUCEAVA"
"STRAJA","727495","SUCEAVA"
"STROIESTI","727500","SUCEAVA"
"VALCELELE","727501","SUCEAVA"
"ZAHARESTI","727502","SUCEAVA"
"STULPICANI","727505","SUCEAVA"
"GEMENEA","727506","SUCEAVA"
"NEGRILEASA","727507","SUCEAVA"
"SLATIOARA (STULPICANI)","727508","SUCEAVA"
"VADU NEGRILESEI","727509","SUCEAVA"
"SUCEVITA","727510","SUCEAVA"
"VOIEVODEASA","727511","SUCEAVA"
"SARU DORNEI","727515","SUCEAVA"
"GURA HAITII","727516","SUCEAVA"
"NEAGRA SARULUI","727517","SUCEAVA"
"PLAIU SARULUI","727518","SUCEAVA"
"SARISOR","727519","SUCEAVA"
"SARISORU MARE","727521","SUCEAVA"
"SARU BUCOVINEI","727522","SUCEAVA"
"SCHEIA","727525","SUCEAVA"
"FLORINTA","727526","SUCEAVA"
"MIHOVENI","727527","SUCEAVA"
"SFANTU ILIE","727528","SUCEAVA"
"TREI MOVILE","727529","SUCEAVA"
"TODIRESTI","727530","SUCEAVA"
"COSTANA","727531","SUCEAVA"
"PARHAUTI","727532","SUCEAVA"
"SARGHIESTI","727533","SUCEAVA"
"SOLONET","727534","SUCEAVA"
"UDESTI","727535","SUCEAVA"
"CHILISENI","727536","SUCEAVA"
"LUNCUSOARA","727537","SUCEAVA"
"MANASTIOARA (UDESTI)","727538","SUCEAVA"
"PLAVALARI","727539","SUCEAVA"
"POIENI-SUCEAVA","727541","SUCEAVA"
"RACOVA","727542","SUCEAVA"
"REUSENI","727543","SUCEAVA"
"RUSII-MANASTIOARA","727544","SUCEAVA"
"SECURICENI","727546","SUCEAVA"
"STIRBAT","727547","SUCEAVA"
"ULMA","727555","SUCEAVA"
"COSTILEVA","727556","SUCEAVA"
"LUPCINA","727557","SUCEAVA"
"MAGURA","727558","SUCEAVA"
"NISIPITU","727559","SUCEAVA"
"VADU MOLDOVEI","727560","SUCEAVA"
"CAMARZANI","727561","SUCEAVA"
"CIUMULESTI","727562","SUCEAVA"
"COTU BAII","727563","SUCEAVA"
"DUMBRAVITA","727564","SUCEAVA"
"FANTANA MARE","727566","SUCEAVA"
"IONEASA","727567","SUCEAVA"
"MESTECENI","727568","SUCEAVA"
"MOVILENI","727569","SUCEAVA"
"NIGOTESTI","727571","SUCEAVA"
"PRAXIA","727572","SUCEAVA"
"SPATARESTI","727573","SUCEAVA"
"VALEA MOLDOVEI","727580","SUCEAVA"
"MIRONU","727581","SUCEAVA"
"CAPU CAMPULUI","727585","SUCEAVA"
"VAMA","727590","SUCEAVA"
"MOLID","727591","SUCEAVA"
"PRISACA DORNEI","727592","SUCEAVA"
"STRAMTURA","727593","SUCEAVA"
"VATRA MOLDOVITEI","727595","SUCEAVA"
"CIUMARNA","727596","SUCEAVA"
"PALTINU","727597","SUCEAVA"
"VERESTI","727600","SUCEAVA"
"BURSUCENI","727601","SUCEAVA"
"COROCAIESTI","727602","SUCEAVA"
"HANCEA","727603","SUCEAVA"
"VICOVU DE JOS","727605","SUCEAVA"
"VICOVU DE SUS","727610","SUCEAVA"
"BIVOLARIA","727611","SUCEAVA"
"VOLOVAT","727615","SUCEAVA"
"BURLA","727616","SUCEAVA"
"VULTURESTI","727620","SUCEAVA"
"GIURGESTI","727621","SUCEAVA"
"HREATCA","727622","SUCEAVA"
"JACOTA","727623","SUCEAVA"
"MERESTI","727624","SUCEAVA"
"OSOI","727626","SUCEAVA"
"PLESESTI","727627","SUCEAVA"
"VALEA GLODULUI","727628","SUCEAVA"
"ZAMOSTEA","727630","SUCEAVA"
"BADRAGI","727631","SUCEAVA"
"CIOMARTAN","727632","SUCEAVA"
"COJOCARENI","727633","SUCEAVA"
"CORPACI","727634","SUCEAVA"
"LUNCA (ZAMOSTEA)","727636","SUCEAVA"
"NICANI","727637","SUCEAVA"
"RAUTENI","727638","SUCEAVA"
"TAUTESTI","727639","SUCEAVA"
"ZVORISTEA","727640","SUCEAVA"
"BUDA (ZVORISTEA)","727641","SUCEAVA"
"DEALU","727642","SUCEAVA"
"POIANA (ZVORISTEA)","727643","SUCEAVA"
"SLOBOZIA (ZVORISTEA)","727644","SUCEAVA"
"STANCA","727646","SUCEAVA"
"STANCUTA","727647","SUCEAVA"
"SERBANESTI","727648","SUCEAVA"
"BAHNARI","730001","VASLUI"
"BRODOC","730002","VASLUI"
"MOARA GRECILOR","730003","VASLUI"
"REDIU (VASLUI)","730004","VASLUI"
"VIISOARA (VASLUI)","730005","VASLUI"
"VASLUI","730006","VASLUI"
"BARLAD","731001","VASLUI"
"HUSI","735100","VASLUI"
"NEGRESTI","735200","VASLUI"
"CAZANESTI","735201","VASLUI"
"CIOATELE","735202","VASLUI"
"GLODENI","735203","VASLUI"
"PARPANITA","735204","VASLUI"
"POIANA","735205","VASLUI"
"VALEA MARE (NEGRESTI)","735206","VASLUI"
"ALBESTI","737005","VASLUI"
"CORNI-ALBESTI","737006","VASLUI"
"CRASNA","737007","VASLUI"
"GURA ALBESTI","737008","VASLUI"
"ALEXANDRU VLAHUTA","737010","VASLUI"
"BUDA (ALEXANDRU VLAHUTA)","737011","VASLUI"
"GHICANI","737012","VASLUI"
"IBANESTI","737013","VASLUI"
"MANZATI","737014","VASLUI"
"MORARENI","737016","VASLUI"
"PUTU OLARULUI","737017","VASLUI"
"ARSURA","737020","VASLUI"
"FUNDATURA (ARSURA)","737021","VASLUI"
"MIHAIL KOGALNICEANU","737022","VASLUI"
"PAHNESTI","737023","VASLUI"
"BANCA","737025","VASLUI"
"1 DECEMBRIE","737026","VASLUI"
"GARA BANCA","737027","VASLUI"
"GHERMANESTI (BANCA)","737028","VASLUI"
"MICLESTI (BANCA)","737029","VASLUI"
"MITOC","737031","VASLUI"
"SATU NOU (BANCA)","737032","VASLUI"
"SALCIOARA","737033","VASLUI"
"SARBI","737034","VASLUI"
"STOISESTI","737036","VASLUI"
"STRAMTURA-MITOC","737037","VASLUI"
"TIFU","737038","VASLUI"
"BACANI","737045","VASLUI"
"BALTATENI","737046","VASLUI"
"DRUJESTI","737047","VASLUI"
"SUSENI","737048","VASLUI"
"VULPASENI","737049","VASLUI"
"BACESTI","737050","VASLUI"
"ARMASENI (BACESTI)","737051","VASLUI"
"BABUSA","737052","VASLUI"
"PALTINIS","737053","VASLUI"
"TIBANESTII BUHLII","737054","VASLUI"
"VOVRIESTI","737056","VASLUI"
"BALTENI","737060","VASLUI"
"BALTENI-DEAL","737061","VASLUI"
"CHETRESTI","737062","VASLUI"
"BEREZENI","737065","VASLUI"
"MUSATA","737066","VASLUI"
"RANCENI","737067","VASLUI"
"SATU NOU (BEREZENI)","737068","VASLUI"
"STUHULET","737069","VASLUI"
"BLAGESTI","737070","VASLUI"
"IGESTI","737071","VASLUI"
"SIPENI","737072","VASLUI"
"BOGDANA","737075","VASLUI"
"ARSITA","737076","VASLUI"
"FANTANA BLANARULUI","737077","VASLUI"
"GAVANU","737078","VASLUI"
"LACU BABEI","737079","VASLUI"
"PLOPENI","737081","VASLUI"
"SIMILISOARA","737082","VASLUI"
"SUCEVENI","737083","VASLUI"
"VERDES","737084","VASLUI"
"BOGDANESTI","737085","VASLUI"
"BUDA (BOGDANESTI)","737086","VASLUI"
"HOROIATA","737087","VASLUI"
"HUPCA","737088","VASLUI"
"ORGOIESTI","737089","VASLUI"
"ULEA","737091","VASLUI"
"UNTESTI","737092","VASLUI"
"VISINARI","737093","VASLUI"
"VLADESTI","737094","VASLUI"
"BOGDANITA","737095","VASLUI"
"CARTIBASI","737096","VASLUI"
"CEPESTI","737097","VASLUI"
"COROIESTI (BOGDANITA)","737098","VASLUI"
"RADAESTI","737099","VASLUI"
"SCHITU","737101","VASLUI"
"TUNSESTI","737102","VASLUI"
"BOTESTI","737105","VASLUI"
"GANESTI","737106","VASLUI"
"GUGESTI","737107","VASLUI"
"TALPIGENI","737108","VASLUI"
"BUNESTI-AVERESTI","737110","VASLUI"
"ARMASENI (BUNESTI-AVERESTI)","737111","VASLUI"
"BUNESTI","737112","VASLUI"
"PLOPI","737113","VASLUI"
"PODU OPRII","737114","VASLUI"
"AVERESTI","737115","VASLUI"
"ROSIORI","737116","VASLUI"
"TABALAIESTI","737117","VASLUI"
"CODAESTI","737130","VASLUI"
"GHERGHELEU","737131","VASLUI"
"PRIBESTI","737132","VASLUI"
"REDIU GALIAN","737133","VASLUI"
"COROIESTI","737135","VASLUI"
"CHILIENI","737136","VASLUI"
"COROIESTII DE SUS","737137","VASLUI"
"HREASCA","737138","VASLUI"
"MIRENI","737139","VASLUI"
"MOVILENI","737141","VASLUI"
"PACURARESTI","737142","VASLUI"
"COSTESTI","737145","VASLUI"
"CHITCANI","737146","VASLUI"
"DINGA","737147","VASLUI"
"PARVESTI","737148","VASLUI"
"PUNTISENI","737149","VASLUI"
"RADESTI","737151","VASLUI"
"CRETESTI","737155","VASLUI"
"BUDESTI","737156","VASLUI"
"CRETESTII DE SUS","737157","VASLUI"
"SATU NOU (CRETESTI)","737158","VASLUI"
"DANESTI","737160","VASLUI"
"BEREASA","737161","VASLUI"
"BOTOAIA","737162","VASLUI"
"EMIL RACOVITA","737163","VASLUI"
"RASCANI (DANESTI)","737164","VASLUI"
"TATARANI (DANESTI)","737166","VASLUI"
"DELENI","737170","VASLUI"
"BULBOACA","737171","VASLUI"
"MORENI","737172","VASLUI"
"ZIZINCA","737173","VASLUI"
"DELESTI","737175","VASLUI"
"ALBESTI (DELESTI)","737176","VASLUI"
"BALESTI","737177","VASLUI"
"COZMESTI","737178","VASLUI"
"FASTACI","737179","VASLUI"
"FUNDATURA (DELESTI)","737181","VASLUI"
"HARSOVA","737182","VASLUI"
"HORDILESTI","737183","VASLUI"
"MANASTIREA (DELESTI)","737184","VASLUI"
"RADUIESTI","737186","VASLUI"
"DIMITRIE CANTEMIR","737190","VASLUI"
"GRUMEZOAIA","737191","VASLUI"
"GUSITEI","737192","VASLUI"
"HURDUGI","737193","VASLUI"
"PLOTONESTI","737194","VASLUI"
"URLATI","737196","VASLUI"
"DRAGOMIRESTI","737200","VASLUI"
"BABUTA","737201","VASLUI"
"BELZENI","737202","VASLUI"
"BOTOI","737203","VASLUI"
"CIUPERCA","737204","VASLUI"
"DOAGELE","737206","VASLUI"
"POIANA PIETREI","737207","VASLUI"
"POPESTI (DRAGOMIRESTI)","737208","VASLUI"
"RADENI","737209","VASLUI"
"SEMENEA","737211","VASLUI"
"TULESTI","737212","VASLUI"
