"name","zipcode","judet"
"BUCURESTI","010011","BUCURESTI SECTOR 1"
"BUCURESTI","020010","BUCURESTI SECTOR 2"
"BUCURESTI","030010","BUCURESTI SECTOR 3"
"BUCURESTI","040010","BUCURESTI SECTOR 4"
"BUCURESTI","050010","BUCURESTI SECTOR 5"
"BUCURESTI","060010","BUCURESTI SECTOR 6"
"BUFTEA","070000","ILFOV"
"BUCIUMENI","070001","ILFOV"
"OTOPENI","075100","ILFOV"
"ODAILE","075101","ILFOV"
"AEROPORTUL OTOPENI","075150","ILFOV"
"1 DECEMBRIE","077005","ILFOV"
"COPACENI","077006","ILFOV"
"AFUMATI","077010","ILFOV"
"BALOTESTI","077015","ILFOV"
"DUMBRAVENI","077016","ILFOV"
"SAFTICA","077017","ILFOV"
"BERCENI","077020","ILFOV"
"BRAGADIRU","077025","ILFOV"
"BRANESTI","077030","ILFOV"
"ISLAZ","077031","ILFOV"
"PASAREA","077032","ARGES"
"VADU ANEI","077033","ILFOV"
"CERNICA","077035","ILFOV"
"BALACEANCA","077036","ILFOV"
"CALDARARU","077037","ILFOV"
"POSTA","077038","ILFOV"
"TANGANU","077039","ILFOV"
"CHIAJNA","077040","ILFOV"
"DUDU","077041","ILFOV"
"ROSU","077042","ILFOV"
"CHITILA","077045","ILFOV"
"RUDENI","077046","ILFOV"
"CIOLPANI","077050","ILFOV"
"IZVORANI","077051","ILFOV"
"LUPARIA","077052","ILFOV"
"PISCU","077053","ILFOV"
"CIOROGARLA","077055","ILFOV"
"DARVARI","077056","ILFOV"
"CLINCENI","077060","ILFOV"
"OLTENI","077061","ILFOV"
"ORDOREANU","077062","ILFOV"
"CORBEANCA","077065","ILFOV"
"OSTRATU","077066","ILFOV"
"PETRESTI","077067","ILFOV"
"TAMASI","077068","ILFOV"
"CORNETU","077070","ILFOV"
"BUDA","077071","ILFOV"
"DASCALU","077075","ILFOV"
"CREATA","077076","ILFOV"
"GAGU","077077","ILFOV"
"RUNCU","077078","ILFOV"
"DARASTI-ILFOV","077080","ILFOV"
"DOBROESTI","077085","ILFOV"
"FUNDENI","077086","ILFOV"
"DOMNESTI","077090","ILFOV"
"TEGHES","077091","ILFOV"
"DRAGOMIRESTI-VALE","077095","ILFOV"
"DRAGOMIRESTI-DEAL","077096","ILFOV"
"ZURBAUA","077097","ILFOV"
"GANEASA","077100","ILFOV"
"COZIENI","077101","ILFOV"
"MOARA DOMNEASCA","077102","ILFOV"
"PITEASCA","077103","ILFOV"
"SINDRILITA","077104","ILFOV"
"GLINA","077105","ILFOV"
"CATELU","077106","ILFOV"
"MANOLACHE","077107","ILFOV"
"GRADISTEA","077110","ILFOV"
"SITARU","077111","ILFOV"
"GRUIU","077115","ILFOV"
"LIPIA","077116","ILFOV"
"SILISTEA SNAGOVULUI","077117","ILFOV"
"SANTU-FLORESTI","077118","ILFOV"
"JILAVA","077120","ILFOV"
"MAGURELE","077125","ILFOV"
"ALUNISU","077126","ILFOV"
"DUMITRANA","077127","ILFOV"
"PRUNI","077128","ILFOV"
"VARTEJU","077129","ILFOV"
"MOARA VLASIEI","077130","ILFOV"
"CACIULATI","077131","ILFOV"
"MOGOSOAIA","077135","ILFOV"
"NUCI","077140","ILFOV"
"BALTA NEAGRA","077141","ILFOV"
"MERII PETCHII","077142","ILFOV"
"MICSUNESTI-MOARA","077143","ILFOV"
"MICSUNESTII MARI","077144","ILFOV"
"PANTELIMON","077145","ILFOV"
"PERIS","077150","ILFOV"
"BALTENI","077151","ILFOV"
"BURIAS","077152","ILFOV"
"PETRACHIOAIA","077155","ILFOV"
"MAINEASCA","077156","ILFOV"
"SURLARI","077157","ILFOV"
"VANATORI","077158","ILFOV"
"POPESTI-LEORDENI","077160","ILFOV"
"SNAGOV","077165","ILFOV"
"CIOFLICENI","077166","ILFOV"
"TANCABESTI","077167","ILFOV"
"VLADICEASCA","077168","ILFOV"
"GHERMANESTI","077170","ILFOV"
"STEFANESTII DE JOS","077175","ILFOV"
"CRETULEASCA","077176","ILFOV"
"STEFANESTII DE SUS","077177","ILFOV"
"TUNARI","077180","ILFOV"
"DIMIENI","077181","ILFOV"
"VIDRA","077185","ILFOV"
"CRETESTI","077186","ILFOV"
"SINTESTI","077187","ILFOV"
"VOLUNTARI","077190","ILFOV"
"GIURGIU","080011","GIURGIU"
"BOLINTIN-VALE","085100","GIURGIU"
"CRIVINA","085101","GIURGIU"
"MALU SPART","085102","GIURGIU"
"SUSENI","085103","GIURGIU"
"MIHAILESTI","085200","GIURGIU"
"DRAGANESCU","085201","GIURGIU"
"NOVACI","085202","GIURGIU"
"POPESTI","085203","GIURGIU"
"ADUNATII-COPACENI","087005","GIURGIU"
"DARASTI-VLASCA","087006","GIURGIU"
"MOGOSESTI","087007","GIURGIU"
"VARLAAM","087008","GIURGIU"
"BANEASA","087010","GIURGIU"
"FRASINU","087011","GIURGIU"
"PIETRELE","087012","GIURGIU"
"SFANTU GHEORGHE (BANEASA)","087013","GIURGIU"
"BOLINTIN-DEAL","087015","GIURGIU"
"MIHAI VODA","087016","GIURGIU"
"BUCSANI","087020","GIURGIU"
"ANGHELESTI","087021","GIURGIU"
"GOLEASCA","087022","GIURGIU"
"OBEDENI","087023","GIURGIU"
"PODISOR","087024","GIURGIU"
"UIESTI","087026","GIURGIU"
"VADU LAT","087027","GIURGIU"
"BULBUCATA","087030","GIURGIU"
"COTENI","087031","GIURGIU"
"FACAU","087032","GIURGIU"
"TEISORI","087033","GIURGIU"
"BUTURUGENI","087035","GIURGIU"
"PADURENI","087036","GIURGIU"
"PODU ILFOVATULUI","087037","GIURGIU"
"POSTA","087038","GIURGIU"
"CALUGARENI","087040","GIURGIU"
"BRANISTARI","087041","GIURGIU"
"CRUCEA DE PIATRA","087042","GIURGIU"
"HULUBESTI","087043","GIURGIU"
"UZUNU","087044","GIURGIU"
"CLEJANI","087045","GIURGIU"
"NEAJLOVU","087046","GIURGIU"
"PODU DOAMNEI","087047","GIURGIU"
"STEREA","087048","GIURGIU"
"COLIBASI","087050","GIURGIU"
"CAMPURELU","087051","GIURGIU"
"COMANA","087055","GIURGIU"
"BUDENI","087056","GIURGIU"
"FALASTOACA","087057","GIURGIU"
"GRADISTEA","087058","GIURGIU"
"VLAD TEPES","087059","GIURGIU"
"CREVEDIA MARE","087060","GIURGIU"
"CREVEDIA MICA","087061","GIURGIU"
"DEALU","087062","GIURGIU"
"GAISEANCA","087063","GIURGIU"
"PRIBOIU","087064","GIURGIU"
"SFANTU GHEORGHE (CREVEDIA MARE","087066","GIURGIU"
"DAIA","087070","GIURGIU"
"PLOPSORU","087071","GIURGIU"
"FLORESTI-STOENESTI","087075","GIURGIU"
"FLORESTI","087076","GIURGIU"
"PALANCA","087077","GIURGIU"
"STOENESTI (FLORESTI-STOENESTI)","087078","GIURGIU"
"FRATESTI","087080","GIURGIU"
"CETATEA","087081","GIURGIU"
"REMUS","087082","GIURGIU"
"GAISENI","087085","GIURGIU"
"CARPENISU","087086","GIURGIU"
"CASCIOARELE (GAISENI)","087087","GIURGIU"
"PODU POPA NAE","087088","GIURGIU"
"GAUJANI","087090","GIURGIU"
"CETATUIA","087091","GIURGIU"
"PIETRISU","087092","GIURGIU"
"GHIMPATI","087095","GIURGIU"
"COPACIU","087096","GIURGIU"
"NAIPU","087097","GIURGIU"
"VALEA PLOPILOR","087098","GIURGIU"
"GOGOSARI","087100","GIURGIU"
"DRAGHICEANU","087101","GIURGIU"
"IZVORU (GOGOSARI)","087102","GIURGIU"
"RALESTI","087103","GIURGIU"
"GOSTINARI","087105","GIURGIU"
"MIRONESTI","087106","GIURGIU"
"GOSTINU","087110","GIURGIU"
"GRADINARI","087115","GIURGIU"
"TANTAVA","087116","GIURGIU"
"ZORILE","087117","GIURGIU"
"GREACA","087120","GIURGIU"
"PUTU GRECI","087121","GIURGIU"
"ZBOIU","087122","GIURGIU"
"HOTARELE","087125","GIURGIU"
"HERASTI","087126","GIURGIU"
"IZVOARELE (HOTARELE)","087127","GIURGIU"
"MILOSESTI","087128","GIURGIU"
"TEIUSU","087129","GIURGIU"
"IEPURESTI","087130","GIURGIU"
"BANESTI","087131","GIURGIU"
"CHIRCULESTI","087132","GIURGIU"
"GORNENI","087133","GIURGIU"
"STALPU","087134","GIURGIU"
"VALTER MARACINEANU","087136","GIURGIU"
"IZVOARELE","087140","GIURGIU"
"CHIRIACU","087141","GIURGIU"
"DIMITRIE CANTEMIR","087142","GIURGIU"
"PETRU RARES","087143","GIURGIU"
"RADU VODA","087144","GIURGIU"
"VALEA BUJORULUI","087146","GIURGIU"
"JOITA","087150","GIURGIU"
"BACU","087151","GIURGIU"
"COSOBA","087152","GIURGIU"
"SABARENI","087153","GIURGIU"
"LETCA NOUA","087155","GIURGIU"
"LETCA VECHE","087156","GIURGIU"
"MILCOVATU","087157","GIURGIU"
"MARSA","087160","GIURGIU"
"MIHAI BRAVU","087165","GIURGIU"
"OGREZENI","087170","GIURGIU"
"HOBAIA","087171","GIURGIU"
"OINACU","087175","GIURGIU"
"BRANISTEA","087176","GIURGIU"
"PRUNDU","087180","GIURGIU"
"PUIENI","087181","GIURGIU"
"PUTINEIU","087185","GIURGIU"
"HODIVOAIA","087186","GIURGIU"
"VIERU","087187","GIURGIU"
"RASUCENI","087190","GIURGIU"
"CARAPANCEA","087191","GIURGIU"
"CUCURUZU","087192","GIURGIU"
"SATU NOU","087193","GIURGIU"
"ROATA DE JOS","087195","GIURGIU"
"CARTOJANI","087196","GIURGIU"
"ROATA MICA","087197","GIURGIU"
"SADINA","087198","GIURGIU"
"SCHITU","087200","GIURGIU"
"BILA","087201","GIURGIU"
"CAMINEASCA","087202","GIURGIU"
"VLASIN","087203","GIURGIU"
"SINGURENI","087205","GIURGIU"
"CRANGURI","087206","GIURGIU"
"STEJARU","087207","GIURGIU"
"SLOBOZIA","087210","GIURGIU"
"STANESTI","087215","GIURGIU"
"BALANU","087216","GIURGIU"
"GHIZDARU","087217","GIURGIU"
"ONCESTI","087218","GIURGIU"
"STOENESTI","087220","GIURGIU"
"IANCULESTI","087221","GIURGIU"
"MIRAU","087222","GIURGIU"
"TOPORU","087225","GIURGIU"
"TOMULESTI","087226","GIURGIU"
"ULMI","087230","GIURGIU"
"CASCIOARELE (ULMI)","087231","GIURGIU"
"DRAGANEASCA","087232","GIURGIU"
"GHIONEA","087233","GIURGIU"
"ICOANA","087234","GIURGIU"
"MOSTENI","087236","GIURGIU"
"POENARI","087237","GIURGIU"
"TRESTIENI","087238","GIURGIU"
"VALEA DRAGULUI","087240","GIURGIU"
"VARASTI","087245","GIURGIU"
"DOBRENI","087246","GIURGIU"
"VANATORII MICI","087250","GIURGIU"
"CORBEANCA","087251","GIURGIU"
"CUPELE","087252","GIURGIU"
"IZVORU (VANATORII MICI)","087253","GIURGIU"
"POIANA LUI STANGA","087254","GIURGIU"
"VALCELELE","087256","GIURGIU"
"VANATORII MARI","087257","GIURGIU"
"ZADARICIU","087258","GIURGIU"
"VEDEA","087260","GIURGIU"
"MALU","087261","GIURGIU"
"PLOIESTI","100000","PRAHOVA"
"AZUGA","105100","PRAHOVA"
"BAICOI","105200","PRAHOVA"
"DAMBU","105201","PRAHOVA"
"LILIESTI","105202","PRAHOVA"
"SCHELA","105203","PRAHOVA"
"TUFENI","105204","PRAHOVA"
"TINTEA","105250","PRAHOVA"
"BOLDESTI-SCAENI","105300","PRAHOVA"
"SECIU","105301","PRAHOVA"
"BREAZA","105400","PRAHOVA"
"BREAZA DE JOS","105401","PRAHOVA"
"BREAZA DE SUS","105402","PRAHOVA"
"FRASINET","105403","PRAHOVA"
"GURA BELIEI","105404","PRAHOVA"
"IRIMESTI","105405","PRAHOVA"
"NISTORESTI","105406","PRAHOVA"
"PODU CORBULUI","105407","PRAHOVA"
"PODU VADULUI","105408","PRAHOVA"
"SURDESTI","105409","PRAHOVA"
"VALEA TARSEI","105410","PRAHOVA"
"BUSTENI","105500","PRAHOVA"
"POIANA TAPULUI","105550","PRAHOVA"
"CAMPINA","105600","PRAHOVA"
"COMARNIC","105700","PRAHOVA"
"GHIOSESTI","105701","PRAHOVA"
"PODU LUNG","105702","PRAHOVA"
"POIANA","105703","PRAHOVA"
"POSADA","105704","PRAHOVA"
"MIZIL","105800","PRAHOVA"
"FEFELEI","105801","PRAHOVA"
"PLOPENI","105900","PRAHOVA"
"SINAIA","106100","PRAHOVA"
"SLANIC","106200","PRAHOVA"
"GROSANI","106201","PRAHOVA"
"PRAJANI","106202","PRAHOVA"
"URLATI","106300","PRAHOVA"
"ARIONESTII NOI","106301","PRAHOVA"
"ARIONESTII VECHI","106302","PRAHOVA"
"CHERBA","106303","PRAHOVA"
"JERCALAI","106304","PRAHOVA"
"MARUNTIS","106305","PRAHOVA"
"ORZOAIA DE JOS","106306","PRAHOVA"
"ORZOAIA DE SUS","106307","PRAHOVA"
"SCHIAU (URLATI)","106308","PRAHOVA"
"ULMI","106309","PRAHOVA"
"VALEA BOBULUI","106310","PRAHOVA"
"VALEA CRANGULUI","106311","PRAHOVA"
"VALEA MIEILOR","106312","PRAHOVA"
"VALEA NUCETULUI","106313","PRAHOVA"
"VALEA PIETREI","106314","PRAHOVA"
"VALEA SEMAN","106315","PRAHOVA"
"VALEA URLOII","106316","PRAHOVA"
"VALENII DE MUNTE","106400","PRAHOVA"
"ADUNATI","107005","PRAHOVA"
"OCINA DE JOS","107006","PRAHOVA"
"OCINA DE SUS","107007","PRAHOVA"
"ALBESTI-PALEOLOGU","107010","PRAHOVA"
"ALBESTI-MURU","107011","PRAHOVA"
"CIOCENI","107012","PRAHOVA"
"VADU PARULUI","107013","PRAHOVA"
"ALUNIS","107015","PRAHOVA"
"OSTROVU","107016","PRAHOVA"
"APOSTOLACHE","107020","PRAHOVA"
"BUZOTA","107021","PRAHOVA"
"MARLOGEA","107022","PRAHOVA"
"UDRESTI","107023","PRAHOVA"
"VALEA CRICOVULUI","107024","PRAHOVA"
"ARICESTII RAHTIVANI","107025","PRAHOVA"
"BUDA (ARICESTII RAHTIVANI)","107026","PRAHOVA"
"NEDELEA","107027","PRAHOVA"
"STOENESTI","107028","PRAHOVA"
"TARGSORU NOU","107029","PRAHOVA"
"ARICESTII ZELETIN","107030","PRAHOVA"
"ALBINARI","107031","PRAHOVA"
"BABA ANA","107035","PRAHOVA"
"CIRESANU","107036","PRAHOVA"
"CONDURATU","107037","PRAHOVA"
"CRANGURILE","107038","PRAHOVA"
"SATU NOU (BABA ANA)","107039","PRAHOVA"
"BALTA DOAMNEI","107040","PRAHOVA"
"BARA","107041","PRAHOVA"
"CURCUBEU","107042","PRAHOVA"
"LACU TURCULUI","107043","PRAHOVA"
"BALTESTI","107045","PRAHOVA"
"IZESTI","107046","PRAHOVA"
"PODENII VECHI","107047","PRAHOVA"
"BANESTI","107050","PRAHOVA"
"URLETA","107051","PRAHOVA"
"BARCANESTI","107055","PRAHOVA"
"GHIGHIU","107056","PRAHOVA"
"PUSCASI","107057","PRAHOVA"
"ROMANESTI","107058","PRAHOVA"
"TATARANI","107059","PRAHOVA"
"BERCENI","107060","PRAHOVA"
"CARTIERUL DAMBU","107061","PRAHOVA"
"CATUNU (BERCENI)","107062","PRAHOVA"
"CORLATESTI","107063","PRAHOVA"
"MOARA NOUA","107064","PRAHOVA"
"BERTEA","107065","PRAHOVA"
"LUTU ROSU","107066","PRAHOVA"
"BLEJOI","107070","PRAHOVA"
"PLOIESTIORI","107071","PRAHOVA"
"TANTARENI","107072","PRAHOVA"
"BOLDESTI-GRADISTEA","107075","PRAHOVA"
"BOLDESTI","107076","PRAHOVA"
"GRADISTEA","107077","PRAHOVA"
"BRAZI","107080","PRAHOVA"
"BATESTI","107082","PRAHOVA"
"BRAZII DE JOS","107083","PRAHOVA"
"BRAZII DE SUS","107084","PRAHOVA"
"NEGOIESTI","107086","PRAHOVA"
"POPESTI (BRAZI)","107087","PRAHOVA"
"STEJARU","107088","PRAHOVA"
"COLONIA BRAZI","107090","PRAHOVA"
"BREBU","107100","PRAHOVA"
"BREBU MEGIESESC","107101","PRAHOVA"
"PIETRICEAUA","107102","PRAHOVA"
"PODU CHEII","107103","PRAHOVA"
"BREBU MANASTIREI","107105","PRAHOVA"
"BUCOV","107110","PRAHOVA"
"BIGHILIN","107111","PRAHOVA"
"CHITORANI","107112","PRAHOVA"
"PLEASA","107113","PRAHOVA"
"VALEA ORLEI","107114","PRAHOVA"
"CALUGARENI","107115","PRAHOVA"
"VALEA SCHEILOR","107116","PRAHOVA"
"CARBUNESTI","107120","PRAHOVA"
"GOGEASCA","107121","PRAHOVA"
"CEPTURA","107125","PRAHOVA"
"CEPTURA DE JOS","107126","PRAHOVA"
"MALU ROSU","107127","PRAHOVA"
"ROTARI","107128","PRAHOVA"
"SOIMESTI","107129","PRAHOVA"
"CEPTURA DE SUS","107130","PRAHOVA"
"CERASU","107140","PRAHOVA"
"SLON","107141","PRAHOVA"
"VALEA BORULUI","107142","PRAHOVA"
"VALEA BRADETULUI","107143","PRAHOVA"
"VALEA LESPEZII","107144","PRAHOVA"
"VALEA TOCII","107146","PRAHOVA"
"CHIOJDEANCA","107150","PRAHOVA"
"NUCET (CHIOJDEANCA)","107151","PRAHOVA"
"TRENU","107152","PRAHOVA"
"CIORANI","107155","PRAHOVA"
"CIORANII DE SUS","107156","PRAHOVA"
"CIORANII DE JOS","107160","PRAHOVA"
"COCORASTII MISLII","107165","PRAHOVA"
"GORUNA","107166","PRAHOVA"
"TIPARESTI","107167","PRAHOVA"
"COLCEAG","107170","PRAHOVA"
"INOTESTI","107171","PRAHOVA"
"PAREPA-RUSANI","107172","PRAHOVA"
"VALCELELE","107173","PRAHOVA"
"CORNU","107175","PRAHOVA"
"CORNU DE SUS (CORNU)","107176","PRAHOVA"
"VALEA OPRII","107177","PRAHOVA"
"CORNU DE JOS (CORNU)","107180","PRAHOVA"
"COSMINELE","107185","PRAHOVA"
"COSMINA DE JOS","107186","PRAHOVA"
"COSMINA DE SUS","107187","PRAHOVA"
"DRAGHICESTI","107188","PRAHOVA"
"POIANA TRESTIEI","107189","PRAHOVA"
"DRAJNA","107190","PRAHOVA"
"CATUNU (DRAJNA)","107191","PRAHOVA"
"CIOCRAC","107192","PRAHOVA"
"DRAJNA DE JOS","107193","PRAHOVA"
"DRAJNA DE SUS","107194","PRAHOVA"
"FAGET","107196","PRAHOVA"
"OGRETIN","107197","PRAHOVA"
"PIATRA (DRAJNA)","107198","PRAHOVA"
"PITIGOI","107199","PRAHOVA"
"PLAI","107201","PRAHOVA"
"PODURILE","107202","PRAHOVA"
"POIANA MIERLEI","107203","PRAHOVA"
"DRAGANESTI","107210","PRAHOVA"
"BARAITARU","107211","PRAHOVA"
"BELCIUG","107212","PRAHOVA"
"CORNU DE JOS (DRAGANESTI)","107213","PRAHOVA"
"HATCARAU","107214","PRAHOVA"
"MERI","107216","PRAHOVA"
"TUFANI","107217","PRAHOVA"
"DUMBRAVA","107220","PRAHOVA"
"CIUPELNITA","107221","PRAHOVA"
"CORNU DE SUS (DUMBRAVA)","107222","PRAHOVA"
"TRESTIENII DE JOS","107223","PRAHOVA"
"TRESTIENII DE SUS","107224","PRAHOVA"
"ZANOAGA","107226","PRAHOVA"
"DUMBRAVESTI","107230","PRAHOVA"
"GAVANEL","107231","PRAHOVA"
"MALAESTII DE JOS","107232","PRAHOVA"
"MALAESTII DE SUS","107233","PRAHOVA"
"PLOPENI (DUMBRAVESTI)","107234","PRAHOVA"
"SFARLEANCA","107236","PRAHOVA"
"FANTANELE","107240","PRAHOVA"
"BOZIENI","107241","PRAHOVA"
"GHINOAICA","107242","PRAHOVA"
"UNGURENI (FANTANELE)","107243","PRAHOVA"
"VADU SAPAT","107244","PRAHOVA"
"FILIPESTII DE PADURE","107245","PRAHOVA"
"DITESTI","107246","PRAHOVA"
"MINIERI","107247","PRAHOVA"
"SILISTEA DEALULUI","107248","PRAHOVA"
"FILIPESTII DE TARG","107250","PRAHOVA"
"BRATASANCA","107251","PRAHOVA"
"EZENI","107252","PRAHOVA"
"MARGINENII DE JOS","107253","PRAHOVA"
"UNGURENI (FILIPESTII DE TARG)","107254","PRAHOVA"
"FLORESTI","107255","PRAHOVA"
"CAP ROSU","107256","PRAHOVA"
"CALINESTI","107257","PRAHOVA"
"CATINA","107258","PRAHOVA"
"NOVACESTI","107259","PRAHOVA"
"FULGA","107260","PRAHOVA"
"FULGA DE JOS","107261","PRAHOVA"
"FULGA DE SUS","107262","PRAHOVA"
"GHERGHITA","107265","PRAHOVA"
"FANARI (GHERGHITA)","107266","PRAHOVA"
"INDEPENDENTA","107267","PRAHOVA"
"MALAMUC","107268","PRAHOVA"
"OLARI","107269","PRAHOVA"
"OLARII VECHI","107271","PRAHOVA"
"UNGURENI (GHERGHITA)","107272","PRAHOVA"
"GORGOTA","107275","PRAHOVA"
"CRIVINA","107276","PRAHOVA"
"FANARI (GORGOTA)","107277","PRAHOVA"
"POIENARII APOSTOLI","107278","PRAHOVA"
"POTIGRAFU","107280","PRAHOVA"
"GORNET","107285","PRAHOVA"
"BOGDANESTI","107286","PRAHOVA"
"CUIB","107287","PRAHOVA"
"NUCET (GORNET)","107288","PRAHOVA"
"GORNET-CRICOV","107290","PRAHOVA"
"COSERELE","107291","PRAHOVA"
"DOBROTA","107292","PRAHOVA"
"PRISEACA","107293","PRAHOVA"
"TARCULESTI","107294","PRAHOVA"
"VALEA SEACA","107296","PRAHOVA"
"GURA VADULUI","107300","PRAHOVA"
"PERSUNARI (GURA VADULUI)","107301","PRAHOVA"
"TOHANI","107302","PRAHOVA"
"GURA VITIOAREI","107305","PRAHOVA"
"BUGHEA DE JOS","107306","PRAHOVA"
"FAGETU","107307","PRAHOVA"
"FUNDENI","107308","PRAHOVA"
"POIANA COPACENI","107309","PRAHOVA"
"IORDACHEANU","107310","PRAHOVA"
"MOCESTI","107311","PRAHOVA"
"PLAVIA","107312","PRAHOVA"
"STRAOSTI","107313","PRAHOVA"
"VALEA CUCULUI","107314","PRAHOVA"
"VARBILA","107316","PRAHOVA"
"IZVOARELE","107320","PRAHOVA"
"CERNESTI","107321","PRAHOVA"
"CHIRITESTI","107322","PRAHOVA"
"HOMORACIU","107323","PRAHOVA"
"MALU VANAT","107324","PRAHOVA"
"SCHIULESTI","107326","PRAHOVA"
"JUGURENI","107330","PRAHOVA"
"BOBOCI","107331","PRAHOVA"
"MARGINEA PADURII","107332","PRAHOVA"
"VALEA UNGHIULUI","107333","PRAHOVA"
"LAPOS","107335","PRAHOVA"
"GLOD","107336","PRAHOVA"
"LAPOSEL","107337","PRAHOVA"
"PIETRICICA","107338","PRAHOVA"
"LIPANESTI","107340","PRAHOVA"
"SATU NOU (LIPANESTI)","107341","PRAHOVA"
"SIPOTU","107342","PRAHOVA"
"ZAMFIRA","107343","PRAHOVA"
"MAGURELE","107345","PRAHOVA"
"COADA MALULUI","107346","PRAHOVA"
"IAZU","107347","PRAHOVA"
"MAGURENI","107350","PRAHOVA"
"COCORASTII CAPLII","107351","PRAHOVA"
"LUNCA PRAHOVEI","107352","PRAHOVA"
"MANECIU","107355","PRAHOVA"
"CHEIA","107356","PRAHOVA"
"CHICIURENI","107357","PRAHOVA"
"COSTENI","107358","PRAHOVA"
"FACAIENI","107359","PRAHOVA"
"GHEABA","107361","PRAHOVA"
"MANECIU-PAMANTENI","107362","PRAHOVA"
"MANASTIREA SUZANA","107363","PRAHOVA"
"PLAIETU","107364","PRAHOVA"
"MANECIU-UNGURENI","107365","PRAHOVA"
"MANESTI","107375","PRAHOVA"
"BALTITA","107376","PRAHOVA"
"CHESNOIU","107377","PRAHOVA"
"COADA IZVORULUI","107378","PRAHOVA"
"COCORASTII COLT","107379","PRAHOVA"
"COCORASTII GRIND","107381","PRAHOVA"
"COLTU DE JOS","107382","PRAHOVA"
"GHIOLDUM","107383","PRAHOVA"
"GURA CRIVATULUI","107384","PRAHOVA"
"PERSUNARI (MANESTI)","107386","PRAHOVA"
"PIATRA (MANESTI)","107387","PRAHOVA"
"SATU DE SUS","107388","PRAHOVA"
"ZALHANAUA","107389","PRAHOVA"
"PACURETI","107395","PRAHOVA"
"BARZILA","107396","PRAHOVA"
"CURMATURA","107397","PRAHOVA"
"MATITA","107398","PRAHOVA"
"SLAVU","107399","PRAHOVA"
"PAULESTI","107400","PRAHOVA"
"COCOSESTI","107401","PRAHOVA"
"GAGENI","107402","PRAHOVA"
"PAULESTII NOI","107403","PRAHOVA"
"PLOPU","107405","PRAHOVA"
"GALMEIA","107406","PRAHOVA"
"HARSA","107407","PRAHOVA"
"NISIPOASA","107408","PRAHOVA"
"PODENII NOI","107410","PRAHOVA"
"GHIOCEL","107411","PRAHOVA"
"MEHEDINTA","107412","PRAHOVA"
"NEVESTEASCA","107413","PRAHOVA"
"PODU LUI GALBEN","107414","PRAHOVA"
"POPESTI (PODENII NOI)","107416","PRAHOVA"
"RAHOVA","107417","PRAHOVA"
"SALCIOARA","107418","PRAHOVA"
"SFACARU","107419","PRAHOVA"
"VALEA DULCE","107421","PRAHOVA"
"POIANA CAMPINA","107425","PRAHOVA"
"BOBOLIA","107426","PRAHOVA"
"PIETRISU","107427","PRAHOVA"
"RAGMAN","107428","PRAHOVA"
"POIENARII BURCHII","107430","PRAHOVA"
"CARBUNARI","107431","PRAHOVA"
"OLOGENI","107432","PRAHOVA"
"PIORESTI","107433","PRAHOVA"
"PODU VALENI","107434","PRAHOVA"
"POIENARII VECHI","107436","PRAHOVA"
"POIENARII-RALI","107437","PRAHOVA"
"TATARAI","107438","PRAHOVA"
"POSESTI","107440","PRAHOVA"
"BODESTI","107441","PRAHOVA"
"MERDEALA","107442","PRAHOVA"
"NUCSOARA DE JOS","107443","PRAHOVA"
"NUCSOARA DE SUS","107444","PRAHOVA"
"POSESTII-PAMANTENI","107446","PRAHOVA"
"POSESTII-UNGURENI","107447","PRAHOVA"
"TARLESTI","107448","PRAHOVA"
"VALEA PLOPULUI","107449","PRAHOVA"
"VALEA SCREZII","107451","PRAHOVA"
"VALEA STUPINII","107452","PRAHOVA"
"PREDEAL-SARARI","107460","PRAHOVA"
"BOBICESTI","107461","PRAHOVA"
"POIENILE","107462","PRAHOVA"
"PREDEAL","107463","PRAHOVA"
"SARARI","107464","PRAHOVA"
"SARATEL","107466","PRAHOVA"
"TULBUREA","107467","PRAHOVA"
"TULBUREA-VALENI","107468","PRAHOVA"
"VITIOARA DE SUS","107469","PRAHOVA"
"ZAMBROAIA","107471","PRAHOVA"
"PROVITA DE JOS","107475","PRAHOVA"
"DRAGANEASA","107476","PRAHOVA"
"PIATRA (PROVITA DE JOS)","107477","PRAHOVA"
"PROVITA DE SUS","107480","PRAHOVA"
"IZVORU","107481","PRAHOVA"
"PLAIU (PROVITA DE SUS)","107482","PRAHOVA"
"VALEA BRADULUI","107483","PRAHOVA"
"PUCHENII MARI","107485","PRAHOVA"
"MIROSLAVESTI","107486","PRAHOVA"
"MOARA","107487","PRAHOVA"
"ODAILE","107488","PRAHOVA"
"PIETROSANI","107489","PRAHOVA"
"PUCHENII MICI","107491","PRAHOVA"
"PUCHENII-MOSNENI","107492","PRAHOVA"
"RAFOV","107495","PRAHOVA"
"ANTOFILOAIA","107496","PRAHOVA"
"BUCHILASI","107497","PRAHOVA"
"BUDA (RAFOV)","107498","PRAHOVA"
"GOGA","107499","PRAHOVA"
"MALAIESTI","107501","PRAHOVA"
"MOARA DOMNEASCA","107502","PRAHOVA"
"PALANCA","107503","PRAHOVA"
"SICRITA","107504","PRAHOVA"
"SALCIA","107505","PRAHOVA"
"SALCIILE","107510","PRAHOVA"
"SANGERU","107515","PRAHOVA"
"BUTUCI","107516","PRAHOVA"
"MIRESU MARE","107517","PRAHOVA"
